mj,kanji,lines,yomi,shrink
45471,𦘺,7,ヒ・ビ・こえる,肥
45472,𦘼,7,,
45473,𦘽,9,ジョ,
45474,𦘾,9,カン,
45475,𦘿,8,コウ,
45476,𦙀,8,ハン・バン,
45477,𦙁,8,チ,胝
45478,𦙂,10,ハイ・ヘ,
45479,𦙃,8,ショ・ソ・みる,胥咠
45480,𦙄,8,キョウ,匈胸
45481,𦙅,8,ト,臚
45482,𦙆,8,シ,
45483,𦙇,8,タン,
45484,𦙈,8,サイ・セ,
45485,𦙉,8,サン,
45486,𦙊,8,ヨク,
45487,𦙋,8,ト・ツ,
45488,𦙍,8,イン,胤
45489,𦙐,8,ソ,胙
45490,𦙗,8,ゴ,
45491,𦙘,8,チ,胝
45492,𦙙,8,スイ,
45493,𦙛,8,シュン,飩
45494,𦙟,8,セイ,臍斉
45495,𦙠,8,チ,胝
45496,𦙡,10,コウ,肯
45497,𦙢,10,イン,
45498,𦙤,8,しゃぐま,
45499,𦙧,10,ソウ,
45500,𦙨,8,ケイ,
45501,𦙩,10,コウ,肴
45502,𦙪,9,ケン,肩
45503,𦙫,9,セイ・ショウ,
45504,𦙬,9,ヒツ・ヒチ,
45505,𦙭,9,トウ,疼
45506,𦙮,9,キツ・キチ,
45507,𦙯,9,タイ・ダイ,
45508,𦙰,9,シ,
45509,𦙱,9,サン,
45510,𦙲,11,カ・ケ,痂
45511,𦙳,9,シン,胗
45512,𦙴,9,チュ・ジュ,
45513,𦙵,9,ワン,腕
45514,𦙶,9,コ・ク,
45515,𦙷,9,コウ,尻
45516,𦙸,9,サン,
45517,𦙹,9,ハン・ヒョク・ヒキ,
45518,𦙺,9,カ・ケ,
45519,𦙻,9,バイ・マイ,
45520,𦙼,9,シ,
45521,𦙾,9,ケイ・すね・はぎ,𦙾
45522,𦚀,9,ケツ,
45523,𦚁,9,キョ,胠
45524,𦚃,9,ハイ,肺
45525,𦚈,9,ト・タク,
45526,𦚉,9,シン,慎愼
45527,𦚌,9,トン,豚㹠
45528,𦚍,9,キョウ,胸
45529,𦚎,9,キュウ,
45530,𦚏,9,チン,
45531,𦚑,9,ケン,肩
45532,𦚒,11,キョ,胠
45533,𦚓,11,ハン,胖
45534,𦚘,11,シ,
45535,𦚙,11,シ,
45536,𦚚,9,シ,
45537,𦚛,11,サン,
45538,𦚝,10,ヒョウ,
45539,𦚞,10,キョウ・コウ,
45540,𦚟,10,イ,
45541,𦚠,10,シン,脤
45542,𦚡,10,セツ・セチ,
45543,𦚢,10,ワ,
45544,𦚣,10,コン・ゴン,跟
45545,𦚤,10,ユ・あぶら・こえる,腴
45546,𦚥,10,ユウ・ウ,
45547,𦚦,10,ショウ,
45548,𦚧,10,シュン,眴
45549,𦚨󠄀,12,セイ・ゼイ,
45550,𦚨󠄁,12,セイ・ゼイ,
45551,𬚹,10,ワ,
45552,𦚪,10,アイ,
45553,𦚫,10,キョウ,
45554,𦚬,10,コ,胯
45555,𦚭,10,ショ,
45556,𦚮,12,シ,
45557,𦚯󠄀,10,イン・たね・つぐ,胤
45558,𦚯󠄁,10,イン・たね,胤
45559,𦚰,10,キョウ・わき,𦚰脇
45560,𦛑,10,シュウ・シュ,
45561,𦚹,10,コウ,
45562,𦚺,10,セン,
45563,𦚻,10,サン,
45564,𦛁,10,ドウ・ノウ,腦脳
45565,𦛂,12,イ,胃
45566,𦛃,12,カク,胳
45567,𦛄,12,キョウ,胸
45568,𦛅,12,アツ,
45569,𦛎,9,シ,
45570,𦛏,10,コツ,
45571,𦛐,10,ダ・ナ,
45572,𦛒,10,シン・ジン,
45573,𦛓,11,キク,
45574,𦛔,11,セン・ゼン・エン,
45575,𦛕,11,キョウ,胠
45576,𦛖,11,ショウ,
45577,𦛗,11,リョ・ロ,
45578,𦛘,11,カク・ギャク,
45579,𦛙,11,セイ・ジョウ,
45580,𦛚,11,ダン・ナン,
45581,𦛛,11,シン,
45582,𦛜,11,カン・ゴン,
45583,𦛝,13,タ,
45584,𦛞,11,ヨウ,
45585,𦛟,11,コウ・キョウ,
45586,𦛠,11,デツ・ネチ,
45587,𦛡,11,ゼン,
45588,𦛣,11,エン,
45589,𦛤,11,カン,
45590,𦛥,11,ワン,
45591,𦛦,11,ゼン,
45592,𦛧,11,シャ,炙
45593,𦛩,11,コウ,
45594,𦛫,11,ジョウ,
45595,𦛬,11,イン,胤
45596,𦛰,11,キツ,
45597,𦛲,11,カク,
45598,𦛳,11,ドウ,腦脳
45599,𦛴,11,スウ,䐢
45600,𦛶,13,キャク,脚
45601,𦛷,13,ラツ,
45602,𦛹,13,シ,
45603,𦜁,13,ホウ,
45604,𦜂,11,コウ,
45605,𦜃,11,ケツ,
45606,𦜄,11,タイ・テ,
45607,𦜆,12,カン・ゴン,
45608,𦜇,12,コツ・クチ,
45609,𦜈,12,チョウ,
45610,𦜊,12,シン・ジン,
45611,𦜋,12,セイ,
45612,𦜌,12,キン,胗
45613,𦜍,12,ホウ,
45614,𦜎,12,ショウ,
45615,𦜏,12,レイ・ライ,
45616,𦜐,12,カン,脘
45617,𦜑,14,ケイ,
45618,𦜒,12,ハン・ホン,
45619,𦜓,12,キン,
45620,𦜔,13,シツ,膝
45621,𦜕,12,キ,跽
45622,𦜖,12,ア,
45623,𦜗,12,セイ,
45624,𦜘,12,ニュウ,乳
45625,𦜙,12,ジン,飪
45626,𦜚,12,コウ,肴
45627,𦜛,12,ク,
45628,𦜜,14,シン・ジン,
45629,𦜝,12,へそ,𦜝臍
45630,𦜟,12,ホウ,
45631,𦜡,12,シャ,炙
45632,𦜪,12,チョウ,
45633,𦜬,12,ジク,肭
45634,𦜰,12,タク,
45635,𦜳,12,ショウ,
45636,𦜵,12,キュウ・バク,
45637,𦜶,12,ボウ,膀
45638,𦜸,12,セキ,
45639,𦜹,12,ケイ,
45640,𦜺,12,ヘキ,辟
45641,𦜻,12,シュウ,䐢
45642,𦜽,14,ヨウ,
45643,𦜾,14,セイ,
45644,𦜿,14,カン,
45645,𦝏,12,セン・ゼン,
45646,𦝐,12,ホウ・ビョウ,皰
45647,𦝑,12,イク・オク,
45648,𦝒,12,チョウ,
45649,𦝓,12,サン,
45650,𦝔,12,チ,
45651,𦝕,12,ドウ,能
45652,𦝖,13,シュウ,
45653,𦝗,12,フ,胕
45654,𦝘,15,キ,
45655,𦝚,13,エイ・ヨウ,
45656,𦝛,13,イ,
45657,𦝜,13,ケイ・ゲイ,
45658,𦝝,13,カン・ガン,
45659,𦝞,13,テイ・ジョウ,
45660,𦝟,13,テン・デ,
45661,𦝠,13,ラ,驘騾
45662,𦝡,13,アン,
45663,𦝢,13,キ・ギ,
45664,𦝣,13,カク,骼䯊
45665,𦝤,13,ハン・バン,
45666,𦝥,13,ソウ,
45667,𦝦,13,タ,
45668,𦝧,13,ダン,腩
45669,𦝨,13,カイ,
45670,𦝩,13,イ,胃
45671,𦝪,13,エン,咽
45672,𦝫󠄀,13,ヨウ・こし,腰
45673,𦝫󠄁,13,ヨウ・こし,腰
45674,𦝬,13,トツ,
45675,𦝭,13,リツ・リチ・ルイ・スイ,
45676,𦝮,13,ブン・モン,吻
45677,𦝯,13,テツ,胅
45678,𦝰,13,ソウ・ス,
45679,𦝱,13,シュウ・シュ,
45680,𦝲,13,エイ,
45681,𦝳,13,ケキ・キャク,
45682,𦝴,13,イン・オン,
45683,𦝵,13,カン・ゴン,
45684,𦝶,13,ノウ,腦脳
45685,𦝷,13,ホウ・ヒョウ,
45686,𦝸,13,ゼン,
45687,𦞁,13,サイ,
45688,𦞄,13,ノウ,腦脳
45689,𦞅,13,イ,胃
45690,𦞉,15,カイ,
45691,𦞋,15,リク,戮
45692,𦞕,13,コウ,喉
45693,𦞖,13,カ,
45694,𦞗,13,コウ,
45695,𦞙,14,タイ・エ・テ・カイ,
45696,𦞚,14,セツ・セチ,
45697,𦞛,14,ソウ,
45698,𦞜,14,ショク・シキ,瘜
45699,𦞝,14,キ,愾
45700,𦞞,14,カン・ゴン,函
45701,𦞟,14,ビ・ミ,
45702,𦞠,14,トン,臀
45703,𦞡,14,オウ,
45704,𦞢,14,コン・ゴン,
45705,𦞣,14,ソウ,臊鯵鰺
45706,𦞤,14,シン・シ,
45707,𦞥,14,チュウ・ジュウ,
45708,𦞦,14,カク・コク,臛
45709,𦞧,14,リュウ,瘤
45711,𦞨,14,キュウ・ク,
45712,𦞩,14,イン,胤
45713,𦞪,14,ショウ,
45714,𦞫,14,サイ,
45715,𦞬,14,ケン,腱
45716,𦞭,14,ワ,
45717,𦞮,14,,
45718,𦞯,14,シ,嗜
45719,𦞰,14,リツ・リチ,
45720,𦞱,16,タイ・テ,
45721,𦞲,14,シ,
45722,𦞶,14,フク,腹
45723,𦟀,14,ラ,驘騾
45724,𦟁,14,ボウ,
45725,𦟃,14,ソウ,
45726,𦟔,13,チ,
45727,𦟕,14,ブン,
45728,𦟘,15,イン,
45729,𦟙,15,トン,
45730,𦟛,15,チョウ,傭
45731,𦟜,15,サク・シャク,
45732,𦟝,15,セキ,脊
45733,𦟞,16,キョウ,
45734,𦟟,15,バ・マ,
45735,𦟠,15,シュク,
45736,𦟡,17,カイ,
45737,𦟢,15,シュン,脣唇
45738,𦟣,15,ハン,
45739,𦟤,15,シュウ,羞
45740,𦟥,15,トン,遯
45741,𦟦,17,バク・マク,膜
45742,𦟧,14,イ,
45743,𦟩,15,ヨウ,
45744,𦟯,15,ロク,
45745,𦟰,15,サ・シャ,皶
45746,𦟳,15,キョ,醵
45747,𦠀,14,セツ,
45748,𦠁,15,ショク・ソク,
45749,𦠃,16,セイ,臍
45750,𦠄,16,キ・ケ・カイ,
45751,𦠅,16,シン・ジン,
45752,𦠆,16,ゾン・サン・ソン・セン・ゼン,
45753,𦠇,16,ソウ・ゾウ,
45754,𦠈,16,ケツ・ケチ,
45755,𦠉,16,エイ,
45756,𦠊,16,ドウ,腦脳
45757,𦠋,16,チ,治
45758,𦠌,16,ジ・ニ,
45759,𦠍,16,カク・ガク,齶腭
45760,𦠎,16,ヒョウ,
45761,𦠏,16,タ,
45762,𦠐,16,サン,
45763,𦠑,16,ケツ,
45764,𦠒,16,ケツ,
45765,𦠓,16,レキ・リャク,
45766,𦠔,16,セツ,
45767,𦠕,19,セイ・サイ,
45768,𦠖,16,ホウ,
45769,𦠗,16,セキ,脊
45770,𦠜,16,か,
45771,𦠞,16,ヒ,臂
45772,𦠟,16,セツ,
45773,𦠠,16,セツ,
45774,𦠤,16,ドウ,腦脳
45775,𦠥,16,カン,
45776,𦠦,16,ソ,
45777,𦠨,16,ソウ,臊鯵鰺
45778,𦠩,18,レキ,
45779,𦠪,18,セキ,腊
45780,𦠫,18,ドン,嫩
45781,𦠬,18,セン,
45782,𦠷,16,ショ,
45783,𦠸,16,ダイ・ナイ,
45784,𦠹,16,セン,
45785,𦠺,16,コン,
45786,𦠻,16,イ,
45787,𦡳󠄀,18,ロウ,臘臈﨟
45788,𦠾,17,シュウ,
45789,𦠿,17,ソウ,
45790,𦡀,17,シツ,膝
45791,𦡁,17,トウ,
45792,𦡂,17,トウ・ツ,
45793,𦡃,17,ダ・ナ・ネ,
45794,𦡄,16,ト,
45795,𦡅,17,セイ・ショウ,
45796,𦡆,17,コツ・クチ,
45797,𦡇,19,タク・ダク,
45798,𦡈,19,ヨウ,癰癕臃
45799,𦡌,16,ヨ,
45800,𦡕,17,セイ・ハク,
45801,𦡖,17,カイ,
45802,𦡗,17,シュウ,
45803,𦡘,17,ツイ,
45804,𦡛,19,ヒ,
45805,𦡜,19,ヒ,臂
45806,𦡧,17,,
45807,𦡨,17,サン,
45808,𦡩,17,シツ,膝
45809,𦡪,17,トウ,
45810,𦡫,17,ギ,
45811,𦡬,16,チ,黐
45812,𦡭,19,ヨ,
45813,𦡰,18,ハク・ホ・ブ,
45814,𦡱,18,ヨウ・ソウ・ショウ,
45815,𦡲,18,デイ・ニョウ,
45816,𦡴,18,チュウ・ジュ・チュ,
45817,𦡵,18,コン・ゴン,
45818,𦡶,18,カン,膁
45819,𦡷,18,タイ・デ,
45820,𦡸,18,ジ・こえる,膩
45821,𦡹,18,キュウ・コウ,
45822,𦡺,18,エイ,癭
45823,𦡻,18,ヒョウ・ビョウ,
45824,𦡼,20,ギョウ・ゴウ,
45825,𦡽,18,コウ・オウ,
45826,𦢃,18,ゼン,膳
45827,𦢅,18,トウ,
45828,𦢆,20,,
45829,𦢈,18,ケン,
45830,𦢊,19,ハク・バク,
45831,𦢌,19,トク,
45832,𦢍,19,キ・ゲ,
45833,𦢎,19,コウ,
45834,𦢏,19,ライ・レ,
45835,𦢐,18,ソン,
45836,𦢑,19,シュク,
45837,𦢒,19,,
45838,𦢕,19,セキ,瘠
45839,𦢖,19,ヨウ,膺
45840,𦢙,19,セン,
45841,𦢚,19,フ,膚肤
45842,𦢛,19,リョ,
45843,𦢜,19,クン,
45844,𦢝,19,シュウ,瘦痩
45845,𦢥,20,スイ,
45846,𦢦,20,ソ,酥
45847,𦢧,20,ボウ・モウ,肋
45848,𦢨,20,セン・ゼン,
45849,𦢩,21,ショウ・シュウ・シュ,
45850,𦢪󠄀,19,スイ,髄膸髓
45851,𦢪󠄁,20,スイ,髄膸髓
45852,朧󠄂,20,ロウ・ル・おぼろ,朧
45853,𦢫󠄀,20,ロウ・ル,朧
45854,𦢫󠄁,20,ロウ・ル,朧
45855,𦢭,20,ホウ,
45856,𦢮,20,カン,
45857,𦢯,19,キン,
45858,𦢸,21,ハク,膊
45859,𦢋,19,コウ,
45860,𦢺,21,ショウ,
45861,𦢻,23,ヨウ,膺
45862,𦢼󠄀,21,エイ,贏
45863,𦢼󠄁,21,エイ・ヨウ・あまる・もうけ,贏
45864,𦢽,23,カク,
45865,𦢿,22,イ・スイ,
45866,𦣀,22,ジョウ・ニョウ・ショウ・ドウ・ノウ,
45867,𦣁,22,ヒョウ,膘
45868,𦣂,22,ホウ,
45869,𦣆,23,バ・マ,
45870,𦣇,23,ラ,
45871,𦣈,23,ハク,膊
45872,𦣉,23,ルイ,羸
45873,𦣊,23,デイ,
45874,𦣋,23,レン,
45875,𦣌,23,ブ,
45876,𦣍,23,コウ・ギョウ,烹羹
45877,𦣏,23,ラン・レン,
45878,𦣐,23,レン,臠
45879,𦣑,24,ソ,酥
45880,𦣒,24,キョ・ゴ,
45881,𦣓,24,トウ,
45882,𦣖,25,ラ,
45883,𦣚,28,デイ,
45884,𦣛,27,ラ,
45885,𦣜,28,アク,
45886,𦣝,7,イ・アイ,𦣝
45887,𦣟,9,,
45888,𦣠,10,ボウ,望
45889,𦣢,11,スイ,
45890,𦣤,11,イ,
45891,𦣥,11,ヒ,
45892,𦣦,12,キョウ,
45893,𦣧,12,サク,
45894,𦣨,12,ケン,
45895,𦣩,12,キョウ,
45896,𦣪,17,エン・しお,𦣪
45897,𦣮,14,コ,孤
45898,𦣯,15,カ,
45900,𦣲,18,リン,臨
45901,𦣴,21,カン・ゲン,
45902,𦣷,29,リン,臨
45903,𦣸,31,ラン,
45904,𦣹,6,ジ,自
45905,𦣺,7,ハク,白
45906,𦣻,7,シュウ・シュ・ハク・ヒャク,首
45907,𦣼,7,ジ,自
45908,𦣽,8,ケイ,惠恵
45909,𦣾,9,ワン・エン,
45910,𦣿,9,ケイ,京原源亰
45911,𦤁,10,ワン,
45912,𦤂,10,シュ・ジュ,
45913,𦤃,10,コウ,皇
45914,𦤄,10,バツ,
45915,𦤆,10,ウン,雲
45916,𦤇,10,キ,
45917,𦤈,10,ソク,
45918,𦤉,10,セン,
45919,𦤊,10,ジク,衂衄
45920,𦤌,11,キ,
45921,臮󠄁,12,ギ・キ,臬
45922,𦤍,11,コウ,皇
45923,𦤐,12,コウ,皇
45924,𦤒,12,シュウ,終
45925,𦤔,13,ベン,
45926,𦤕,14,エツ・エチ,
45927,𦤗,14,コウ,
45928,𦤘,15,ヨウ・ユ,庸
45929,𦤙,15,ゲツ・ゲチ・ガツ・ガチ,
45930,𦤚,15,ハツ・バチ,
45931,𦤜,15,ゴ,
45932,𦤝󠄀,15,ベン,
45933,𦤝󠄁,15,ベン・メン,
45934,𦤞,16,ゲツ,
45935,𦤟,16,シン,
45936,𦤡,17,ヨウ・オウ・キョウ,
45937,𦤢,17,ヒ,
45938,𦤣,17,ホツ・ボチ,
45939,𦤦,19,カツ・カチ・カイ・ケ・エツ・オチ,
45940,𦤧,19,ダイ・ナイ,
45941,𦤨,20,オツ・オチ,
45942,𦤫,20,ヒ・ビ,
45943,𦤬,20,カイ・ケ,
45944,𦤲,26,ブツ,佛仏
45945,𦤳,8,シ,至
45946,𦤴,8,シ,至
45947,𦤵,8,シ,至
45948,𦤸,9,シ,
45949,𦤹,10,チ,致
45950,𦤺,10,チ,致
45951,𦤻,11,チツ・チチ,
45952,𦤼󠄀,11,オク,屋台臺
45953,𦤽,11,デイ,
45954,𦤿,12,オク,屋
45955,𦥁,13,フ・ブ,
45956,𦥂,14,アイ・エ,
45957,𦥄,14,ダイ・うてな,䑓台臺
45958,𦥅,15,テツ・デチ,絰
45959,𦥆,15,アク,握
45960,𦥈,15,アイ,
45961,𦥉,16,ギョ・ゴ,
45962,𦥊,16,チ・シ,
45963,𦥋,16,チ,
45964,𦥍,16,ケイ,
45965,𦥎,17,シ,輊
45966,𦥏,18,シツ・シチ,
45967,𦥐,18,チ・ジ,
45968,𦥑,7,キョク・コク・キク・キョ・キュウ・うす,𦥑臼
45969,𦥒,7,シ,齒歯
45970,𦥓,6,シン,囟顖
45971,𦥔,8,シン,申
45972,𦥙,9,エイ,曳
45973,𦥛󠄁,10,ソウ,臿
45974,𦥟,10,ヨウ,
45975,𦥠,10,ヨ,舁
45976,𦥡,10,ハツ,
45977,𦥢,10,カン,臽
45978,𦥣,10,ユウ,
45979,𦥥,11,ハツ,
45980,𦥦,11,バツ・マチ,
45981,𦥧,10,ヘン,貶
45982,𦥨,11,ヨウ,
45983,𦥩,11,ソ,鼠鼡
45984,𦥫,11,ソウ,臿
45985,𦥬,11,サク,
45986,𦥭,12,ハク,
45987,𦥮,13,イ,爲為
45988,𦥯,13,,𦥯
45989,𦥰,12,キョウ,
45990,𦥲,12,ハク,
45991,𦥳󠄀,14,ケン,
45992,𦥴,13,ショウ,舂
45993,𦥵,13,ヨウ,
45994,𦥶,13,キュウ,舅
45995,𦥷󠄀,14,キョウ・コウ・おこる・おこす,興
45996,𦥷󠄁,14,キョウ,興
45997,𦥸,14,ヨ,與与
45998,𦥹,14,キョ,舁
45999,𦥺,14,ヨウ,要
46000,𦥻,14,スイ,
46001,𦥼,15,ヨウ,要
46002,𦥽,14,ショウ,舂
46003,𦥾,14,ハク,
46004,𦥿,14,エン,焰焔燄㷔
46005,𦦀,15,シン,申
46006,𦦁,15,ベイ,
46007,𦦂,15,シ,齒歯
46008,𦦃,14,ゲイ,
46009,𦦄,14,キュウ,
46010,𦦅,15,ソウ・ジュ,
46011,𦦆,15,キョク・コク,
46012,𦦇,15,スイ,
46013,𦦈,15,ソウ,臿
46014,𦦉,16,セン,
46015,𦦊,15,キュウ,舅
46016,𦦌,15,ヨウ,
46017,𦦏,16,セイ,韲齏
46018,𦦐,16,ハク,
46019,𦦑,17,フン・ブン,
46020,𦦓,16,ショウ,舂
46021,𦦕,16,コウ,歃
46022,𦦗,17,コウ,
46023,𦦘,17,ショウ・ソウ,
46024,𦦙,18,キョ,擧挙舉
46025,𦦚,18,イン,寅
46026,𦦛,18,コウ,
46027,𦦜,17,ソウ,
46028,𦦝,18,キョウ・グ・ク・コ・ホウ・フ・キョ,
46029,𦦞,18,ヨウ,邕
46030,𦦢,18,トウ・ジョウ,
46031,𦦣,18,サイ・セ,
46032,𦦤,19,ノウ,農
46033,𦦥,20,ノウ,農
46034,𦦩,20,ウツ・ウチ,
46035,𦦪,20,トウ,
46036,𦦫,20,ウ,
46037,𦦬,20,ジョウ,讓譲
46038,𦦭,19,ソウ,喪
46039,𦦯,19,ボン・モン,
46040,𦦰,20,トウ,
46041,𦦱,20,ソウ,臿
46042,𦦲,21,ヨ・ウ,
46043,𦦶,22,ジョウ,壤壌
46044,𦦹,22,サク,鑿
46045,𦦺,23,トウ,
46046,𦦼,25,シュウ,溲
46047,𦦽,25,ケン・カン・ハン・ホン,
46048,𦦾,25,トウ,
46049,𦦿,25,エイ・オウ,
46050,𦧁,29,ホウ,
46051,𦧂,29,セン,
46052,𦧄,45,ジン,塵
46053,𦧅,45,オウ,
46054,𦧇,9,シ,舐䑛
46055,𦧈,10,キン・ゴン,
46056,𦧉,10,キ,
46057,𦧊,10,セン,吮
46058,𦧋,10,キン,
46059,𦧍,10,カツ,
46060,𦧎,10,キン,
46061,𦧏,10,タン,
46062,𦧐,10,ケン,
46063,𦧒,11,コ,
46064,𦧓,11,シ,舐䑛
46065,𦧔,11,カツ,
46066,𦧕,12,セン,詹
46067,𦧖,12,テン,
46068,𦧘,12,コ,
46069,𦧙,12,シュ,
46070,𦧚,12,テン,
46071,𦧛,12,トウ,
46072,𦧝,13,テン,𦧝
46073,𦧟,14,トウ,
46074,𦧠󠄀,14,キ・ギ,
46075,𦧠󠄁,14,カツ・ゲチ,
46076,𦧡,14,タン・ダン・テン・エン,
46077,𦧢,14,チョウ,
46078,𦧤,14,トウ,
46079,𦧥,14,トウ,
46080,𦧦,14,ジ,辭辞
46081,𦧧,15,シ,舐䑛
46082,𦧩,15,テン,
46083,𦧪,15,シ,舐䑛
46084,𦧫,15,シ,舐䑛
46085,𦧭,16,トウ,
46086,𦧮,16,カツ・ケチ,
46087,𦧰,16,ケイ,憩憇
46088,𦧱,17,トウ,
46089,𦧴,18,タン・テン・デン,
46090,𦧵,18,ワ,話
46091,𦧶,18,シャ,舍舎
46092,𦧸,20,セン,
46093,𦧹,21,カ・ケ,
46094,𦧻,23,テン,
46095,𦧼,23,ラン,
46096,𦨁,20,コウ,葟
46098,𦨃,23,コウ,
46099,𦨄,24,コウ,
46100,𦨅,25,ブ,舞儛
46101,𦨆,26,シュン,
46102,𦨇,7,ギツ・ゴチ,舩
46103,𦨈,8,フク,服
46104,𦨉,8,ゴツ・ゴチ,
46105,𦨊,8,フク,服
46106,𦨋,8,フク,服
46107,𦨍,8,テイ・チョウ,
46108,𦨎,9,トウ,
46109,𦨏,9,ギツ・ゴチ,
46110,𦨐,9,タイ,
46111,𦨔,9,ジン,靭韌
46112,𦨕,10,フク,服
46113,𦨖,10,ソウ・ショウ,
46114,𦨗,10,ハン,般
46115,𦨘,10,キ,
46116,𦨙,10,ジツ・ニチ,
46118,𦨛,10,コウ,
46119,𦨜,10,カ,舸
46120,𦨝,10,テイ,
46121,𦨞,10,かわら,𦨞
46122,𦨟,10,シ,觶
46123,𦨡,11,フツ・ブチ,
46124,𦨢,11,テイ・タイ,
46125,𦨣,11,チョウ,
46126,𦨤,11,エイ・ヨウ,
46127,𦨥,11,,
46128,𦨦,11,カ・ケ,
46129,𦨧,11,モク,
46130,𦨨,11,エン,
46131,𦨬,11,エイ・ヨウ,
46132,𦨯,12,カツ・ガチ,
46133,𦨰,12,キョウ,舼
46134,𦨱,12,シン,津
46135,𦨲,12,ハン・バン,
46136,𦨴,12,トウ・ズ,艟
46137,𦨵,12,コウ・ゴウ,航
46138,𦨶,12,チン・われ,朕
46139,𦨷,12,バツ,筏
46140,𦨸,12,タ,
46141,𦨺,12,エイ,
46142,𦨼,12,コウ・グ,
46143,𦨽,13,キン,
46144,𦨾,13,コウ,
46145,𦨿,13,テイ,艇
46147,𦩄,13,トウ,
46148,𦩇,13,ソウ,
46149,𦩈,13,シュウ,
46150,𦩉,13,シュウ,
46151,𦩊,14,ゲキ,艗
46152,𦩋,14,ハイ・ベ,
46153,𦩌,14,ショウ,
46154,𦩍,14,トウ・チョウ,
46155,𦩎,14,チン,朕
46156,𦩏,14,シン,津
46157,𦩖,14,ヒ,
46158,𦩘,14,たぎし,𦩘
46159,𦩙,14,シュウ,
46160,𦩜,14,ダ・ナ,
46161,𦩝,15,イ,
46162,𦩞,15,ユ,兪
46163,𦩟,15,フク・ブク,服
46164,𦩠,15,セイ・ショウ,
46165,𦩡,15,フク,
46166,𦩢,15,カン・ゲン,
46167,𦩣,15,ケイ,
46168,𦩤,15,トツ・ドチ,
46169,𦩥,15,ケツ,
46170,𦩦,15,シン,津
46171,𦩧,15,ギュウ・ゴウ,
46172,𦩨,15,シン,津
46173,𦩩,15,ヨウ,媵
46174,𦩪,15,カ,
46175,𦩫,15,トウ,
46176,𦩬,15,イ,
46177,𦩭,15,セイ,
46178,𦩯,15,ハイ,
46179,𦩱,15,ショウ,
46180,𦩲,15,ユウ,
46181,𦩴,16,ガイ,
46182,𦩵,16,ケン,
46183,𦩶,16,ケイ・ゲイ,
46184,𦩷,16,コウ,
46185,𦩸,16,ジャク・ニャク,
46186,𦩹,16,トウ,
46187,𦩺,16,キョウ・グ,
46188,𦩻,16,チョウ,朝
46189,𦩼,16,コウ・ク,
46190,𦩽,16,シュウ,艏
46191,𦪄,16,コウ,
46192,𦪅,16,テイ,艇
46193,𦪆,17,キ,
46194,𦪇,17,ロク,
46195,𦪈,17,ゴウ,
46196,𦪉,17,シン,津
46197,𦪊,17,セイ,
46198,𦪋,17,シュウ・シュ,
46199,𦪌,17,よりあい,𦪌
46200,𦪍,17,タイ,
46201,𦪎,17,ホウ,
46202,𦪑,18,ハツ・ハチ・ボチ,筏
46203,𦪒,18,イ,
46204,𦪓,18,シュク,
46205,𦪔,18,トン,
46206,𦪕,18,リョウ,
46207,𦪖,18,ヘン・ホン,
46208,𦪗,18,コウ・オウ,
46209,𦪘,18,ケツ・ガチ,橛
46210,𦪙,18,トウ,
46211,𦪚,18,ソン,
46212,𦪛,18,ジョウ,橈
46213,𦪜,18,サン,
46214,𦪝,18,トウ・ドウ,
46215,𦪡,18,キョ,
46216,𦪣,18,セン,
46217,𦪤,18,ホウ,舫
46218,𦪥,18,シュク,
46219,𦪧,18,カン,
46220,𦪩,19,レイ,舲
46221,𦪪,19,ホウ・ブ,
46222,𦪫,19,サン,
46223,𦪬,19,ケツ・ケチ,
46224,𦪭󠄁,18,トウ・ドウ,艇達
46225,𦪭󠄀,19,トウ・ドウ,艇達
46226,𦪮,19,サ,
46227,𦪰,19,ゴウ,
46228,𦪱,20,セイ・サイ,
46229,𦪲,20,シュク,
46230,𦪶,21,レイ・ライ・リ,
46231,𦪷,21,ボク・モク,𦪷
46232,𦪸,21,サ,
46233,𦪹,21,バン,
46234,𦪽,22,リョウ・リュウ・ロウ・ル,
46235,𦪾,22,レキ・リャク,
46236,𦪿,22,シュウ・ジュウ,
46237,𦫀,22,トウ,騰
46238,𦫁,21,トウ,謄
46239,𦫂,21,ヨウ,賸
46240,𦫃,23,レイ・リョウ,舲
46241,𦫄,23,レイ,舲
46242,𦫅,25,サ,
46243,𦫆,25,レイ,
46244,𦫇,26,ワク,
46245,𦫈,27,レイ・ライ,
46246,𦫊,30,レイ・リョウ,舲
46247,𦫍,11,フツ,
46248,𦫎,12,コン,
46249,𦫒,20,カン,艱
46250,𦫓,9,シャク・サク,
46251,𦫔,11,ハツ・ハチ,
46252,𦫕,11,バツ・マチ,
46253,𦫖,11,ハク,
46254,𦫗,11,ホウ,皰
46255,𦫙,11,ハ・ベ,
46256,𦫛,13,フツ・ボツ・いかる,艴
46257,𦫜,13,キョク,
46258,𦫝,13,シュン,皴
46259,𦫞,14,ガン,顏顔
46260,𦫡,14,キ,
46261,𦫢,14,エン,豔艶艷
46262,𦫣,14,ホウ,
46263,𦫤,15,ガン,顏顔
46264,𦫦,15,ケイ,
46265,𦫨,15,ガン・ゲン・ガイ・ゲ・かお,顏顔
46266,𦫪,16,ワ,
46267,𦫫,16,オウ,
46268,𦫬,16,ケイ,
46269,𦫮,16,ビン,
